#TYPE System.Management.Automation.PSCustomObject
"allowedMemberTypes","description","displayName","id","isEnabled","origin","value"
"System.Object[]","Allows the app to create, read, update, and delete mail in all mailboxes without a signed-in user. Does not include permission to send mail.","Read and write mail in all mailboxes","e2a3a72e-5f79-4c64-b1b1-878b674786c9","True","Application","Mail.ReadWrite"
"System.Object[]","Allows the app to send mail as any user without a signed-in user.","Send mail as any user","b633e1c5-b582-4048-a93e-9f11b44c7e96","True","Application","Mail.Send"
"System.Object[]","Allows the app to read all contacts in all mailboxes without a signed-in user.","Read contacts in all mailboxes","089fe4d0-434a-44c5-8827-41ba8a0b17f5","True","Application","Contacts.Read"
"System.Object[]","Allows the app to create, read, update, and delete all contacts in all mailboxes without a signed-in user.","Read and write contacts in all mailboxes","6918b873-d17a-4dc1-b314-35f528134491","True","Application","Contacts.ReadWrite"
"System.Object[]","Allows the app to read data in your organization's directory, such as users, groups and apps, without a signed-in user.","Read directory data","7ab1d382-f21e-4acd-a863-ba3e13f7da61","True","Application","Directory.Read.All"
"System.Object[]","Allows the app to read and write data in your organization's directory, such as users, and groups, without a signed-in user.  Does not allow user or group deletion.","Read and write directory data","19dbc75e-c2e2-444c-a770-ec69d8559fc7","True","Application","Directory.ReadWrite.All"
"System.Object[]","Allows the app to read and write all device properties without a signed in user.  Does not allow device creation, device deletion or update of device alternative security identifiers.","Read and write devices","1138cb37-bd11-4084-a2b7-9f71582aeddb","True","Application","Device.ReadWrite.All"
"System.Object[]","Allows the app to read events of all calendars without a signed-in user.","Read calendars in all mailboxes","798ee544-9d2d-430c-a058-570e29e34338","True","Application","Calendars.Read"
"System.Object[]","Allows the app to create, read, update, and delete events of all calendars without a signed-in user.","Read and write calendars in all mailboxes","ef54d2bf-783f-4e0f-bca1-3210c0444d99","True","Application","Calendars.ReadWrite"
"System.Object[]","Allows the app to read your organization's user flows, without a signed-in user.","Read all identity user flows","1b0c317f-dd31-4305-9932-259a8b6e8099","True","Application","IdentityUserFlow.Read.All"
"System.Object[]","Allows the app to read or write your organization's user flows, without a signed-in user.","Read and write all identity user flows","65319a09-a2be-469d-8782-f6b07debf789","True","Application","IdentityUserFlow.ReadWrite.All"
"System.Object[]","Allows the app to read and create online meetings as an application in your organization.","Read and create online meetings","b8bb2037-6e08-44ac-a4ea-4674e010e2a4","True","Application","OnlineMeetings.ReadWrite.All"
"System.Object[]","Allows the app to read online meeting details in your organization, without a signed-in user.","Read online meeting details","c1684f21-1984-47fa-9d61-2dc8c296bb70","True","Application","OnlineMeetings.Read.All"
"System.Object[]","Allows the app to get direct access to media streams in a call, without a signed-in user.","Access media streams in a call as an app","a7a681dc-756e-4909-b988-f160edc6655f","True","Application","Calls.AccessMedia.All"
"System.Object[]","Allows the app to anonymously join group calls and scheduled meetings in your organization, without a signed-in user. ?The app will be joined as a guest to meetings in your organization.","Join group calls and meetings as a guest","fd7ccf6b-3d28-418b-9701-cd10f5cd2fd4","True","Application","Calls.JoinGroupCallAsGuest.All"
"System.Object[]","Allows the app to join group calls and scheduled meetings in your organization, without a signed-in user. ?The app will be joined with the privileges of a directory user to meetings in your organization.","Join group calls and meetings as an app","f6b49018-60ab-4f81-83bd-22caeabfed2d","True","Application","Calls.JoinGroupCall.All"
"System.Object[]","Allows the app to place outbound calls to multiple users and add participants to meetings in your organization, without a signed-in user.","Initiate outgoing group calls from the app","4c277553-8a09-487b-8023-29ee378d8324","True","Application","Calls.InitiateGroupCall.All"
"System.Object[]","Allows the app to place outbound calls to a single user and transfer calls to users in your organization?s directory, without a signed-in user.","Initiate outgoing 1 to 1 calls from the app","284383ee-7f6e-4e40-a2a8-e85dcb029101","True","Application","Calls.Initiate.All"
"System.Object[]","Allows the app to read all organizational contacts without a signed-in user.  These contacts are managed by the organization and are different from a user's personal contacts.","Read organizational contacts","e1a88a34-94c4-4418-be12-c87b00e26bea","True","Application","OrgContact.Read.All"
"System.Object[]","Allows the app to read and write the properties, group assignments and status of apps, app configurations and app protection policies managed by Microsoft Intune, without a signed-in user.","Read and write Microsoft Intune apps","78145de6-330d-4800-a6ce-494ff2d33d07","True","Application","DeviceManagementApps.ReadWrite.All"
"System.Object[]","Allows the app to read and write properties of Microsoft Intune-managed device configuration and device compliance policies and their assignment to groups, without a signed-in user.","Read and write Microsoft Intune device configuration and policies","9241abd9-d0e6-425a-bd4f-47ba86e767a4","True","Application","DeviceManagementConfiguration.ReadWrite.All"
"System.Object[]","Allows the app to perform remote high impact actions such as wiping the device or resetting the passcode on devices managed by Microsoft Intune, without a signed-in user.","Perform user-impacting remote actions on Microsoft Intune devices","5b07b0dd-2377-4e44-a38d-703f09a0dc3c","True","Application","DeviceManagementManagedDevices.PrivilegedOperations.All"
"System.Object[]","Allows the app to read and write the properties of devices managed by Microsoft Intune, without a signed-in user. Does not allow high impact operations such as remote wipe and password reset on the device?s owner","Read and write Microsoft Intune devices","243333ab-4d21-40cb-a475-36241daa0842","True","Application","DeviceManagementManagedDevices.ReadWrite.All"
"System.Object[]","Allows the app to read and write the properties relating to the Microsoft Intune Role-Based Access Control (RBAC) settings, without a signed-in user.","Read and write Microsoft Intune RBAC settings","e330c4f0-4170-414e-a55a-2f022ec2b57b","True","Application","DeviceManagementRBAC.ReadWrite.All"
"System.Object[]","Allows the app to read and write Microsoft Intune service properties including device enrollment and third party service connection configuration, without a signed-in user.","Read and write Microsoft Intune configuration","5ac13192-7ace-4fcf-b828-1a26f28068ee","True","Application","DeviceManagementServiceConfig.ReadWrite.All"
"System.Object[]","Allows the app to manage permission grants for application permissions to any API (including Microsoft Graph) and application assignments for any app, without a signed-in user.","Manage app permission grants and app role assignments","06b708a9-e830-4db3-a914-8e69da51d44f","True","Application","AppRoleAssignment.ReadWrite.All"
"System.Object[]","Allows the app to manage permission grants for delegated permissions exposed by any API (including Microsoft Graph), without a signed-in user.","Manage all delegated permission grants","8e8e4742-1d95-4f68-9d56-6ee75648c72a","True","Application","DelegatedPermissionGrant.ReadWrite.All"
"System.Object[]","Allows the app to read all users' teamwork activity feed, without a signed-in user.","Read all users' teamwork activity feed","70dec828-f620-4914-aa83-a29117306807","True","Application","TeamsActivity.Read.All"
"System.Object[]","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user.","Read privileged access to Azure AD roles","4cdc2547-9148-4295-8d11-be0db1391d6b","True","Application","PrivilegedAccess.Read.AzureAD"
"System.Object[]","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user.","Read privileged access to Azure AD groups","01e37dc9-c035-40bd-b438-b2879c4870a6","True","Application","PrivilegedAccess.Read.AzureADGroup"
"System.Object[]","Allows the app to read time-based assignment and just-in-time elevation of user privileges to audit Azure resources in your organization, without a signed-in user.","Read privileged access to Azure resources","5df6fe86-1be0-44eb-b916-7bd443a71236","True","Application","PrivilegedAccess.Read.AzureResources"
"System.Object[]","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user.","Read and write privileged access to Azure AD roles","854d9ab1-6657-4ec8-be45-823027bcd009","True","Application","PrivilegedAccess.ReadWrite.AzureAD"
"System.Object[]","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user.","Read and write privileged access to Azure AD groups","2f6817f8-7b12-4f0f-bc18-eeaf60705a9e","True","Application","PrivilegedAccess.ReadWrite.AzureADGroup"
"System.Object[]","Allows the app to request and manage time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) in your organization, without a signed-in user.","Read and write privileged access to Azure resources","6f9d5abc-2db6-400b-a267-7de22a40fb87","True","Application","PrivilegedAccess.ReadWrite.AzureResources"
"System.Object[]","Allows the app to read all the indicators for your organization, without a signed-in user.","Read all threat indicators","197ee4e9-b993-4066-898f-d6aecc55125b","True","Application","ThreatIndicators.Read.All"
"System.Object[]","Allows the app to send, read, update and delete user?s notifications, without a signed-in user.","Deliver and manage all user's notifications","4e774092-a092-48d1-90bd-baad67c7eb47","True","Application","UserNotification.ReadWrite.CreatedByApp"
"System.Object[]","Allows the app to read all applications and service principals without a signed-in user.","Read all applications","9a5d68dd-52b0-4cc2-bd40-abcf44ac3a30","True","Application","Application.Read.All"
"System.Object[]","Allows an app to read BitLocker keys for all devices, without a signed-in user. Allows read of the recovery key.","Read all BitLocker keys","57f1cf28-c0c4-4ec3-9a30-19a2eaaf2f6e","True","Application","BitlockerKey.Read.All"
"System.Object[]","Allows an app to read basic BitLocker key properties for all devices, without a signed-in user. Does not allow read of the recovery key.","Read all BitLocker keys basic information","f690d423-6b29-4d04-98c6-694c42282419","True","Application","BitlockerKey.ReadBasic.All"
"System.Object[]","Allows the app to read memberships and basic group properties for all groups without a signed-in user.","Read all group memberships","98830695-27a2-44f7-8c18-0c3ebc9698f6","True","Application","GroupMember.Read.All"
"System.Object[]","Allows the app to list groups, read basic properties, read and update the membership of the groups this app has access to without a signed-in user. Group properties and owners cannot be updated and groups cannot be deleted.","Read and write all group memberships","dbaae8cf-10b5-4b86-a4a1-f871c94c6695","True","Application","GroupMember.ReadWrite.All"
"System.Object[]","Allows the app to create groups without a signed-in user.","Create groups","bf7b1a76-6e77-406b-b258-bf5c7720e98f","True","Application","Group.Create"
"System.Object[]","Allows an app to read your organization's threat assessment requests, without a signed-in user.","Read threat assessment requests","f8f035bb-2cce-47fb-8bf5-7baf3ecbee48","True","Application","ThreatAssessment.Read.All"
"System.Object[]","Allows the app to read all schedules, schedule groups, shifts and associated entities in the Teams or Shifts application without a signed-in user.","Read all schedule items","7b2ebf90-d836-437f-b90d-7b62722c4456","True","Application","Schedule.Read.All"
"System.Object[]","Allows the app to manage all schedules, schedule groups, shifts and associated entities in the Teams or Shifts application without a signed-in user.","Read and write all schedule items","b7760610-0545-4e8a-9ec3-cce9e63db01c","True","Application","Schedule.ReadWrite.All"
"System.Object[]","Allows the app to read call records for all calls and online meetings without a signed-in user.","Read all call records","45bbb07e-7321-4fd7-a8f6-3ff27e6a81c8","True","Application","CallRecords.Read.All"
"System.Object[]","Allows the app to read and write your organization's conditional access policies, without a signed-in user.","Read and write your organization's conditional access policies","01c0a623-fc9b-48e9-b794-0756f8e8f067","True","Application","Policy.ReadWrite.ConditionalAccess"
"System.Object[]","Allows the application to read and write authentication methods of all users in your organization, without a signed-in user.                       Authentication methods include things like a user?s phone numbers and Authenticator app settings. This                      does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods","Read and write all users' authentication methods ","50483e42-d915-4231-9639-7fdb7fd190e5","True","Application","UserAuthenticationMethod.ReadWrite.All"
"System.Object[]"," Allows the app to read authentication methods of all users in your organization, without a signed-in user.                       Authentication methods include things like a user?s phone numbers and Authenticator app settings. This does not allow the                      app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."," Read all users' authentication methods","38d9df27-64da-44fd-b7c5-a6fbac20248f","True","Application","UserAuthenticationMethod.Read.All"
"System.Object[]","Allows the app to create tabs in any team in Microsoft Teams, without a signed-in user. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs.","Create tabs in Microsoft Teams.","49981c42-fd7b-4530-be03-e77b21aed25e","True","Application","TeamsTab.Create"
"System.Object[]","Read the names and settings of tabs inside any team in Microsoft Teams, without a signed-in user. This does not give access to the content inside the tabs. ","Read tabs in Microsoft Teams.","46890524-499a-4bb2-ad64-1476b4f3e1cf","True","Application","TeamsTab.Read.All"
"System.Object[]","Read and write tabs in any team in Microsoft Teams, without a signed-in user. This does not give access to the content inside the tabs.","Read and write tabs in Microsoft Teams.","a96d855f-016b-47d7-b51c-1218a98d791c","True","Application","TeamsTab.ReadWrite.All"
"System.Object[]","Allows the app to read all domain properties without a signed-in user.","Read domains","dbb9058a-0e50-45d7-ae91-66909b5d4664","True","Application","Domain.Read.All"
"System.Object[]","Allows the app to read and write your organization's application configuration policies, without a signed-in user.  This includes policies such as activityBasedTimeoutPolicy, claimsMappingPolicy, homeRealmDiscoveryPolicy, tokenIssuancePolicy  and tokenLifetimePolicy.","Read and write your organization's application configuration policies","be74164b-cff1-491c-8741-e671cb536e13","True","Application","Policy.ReadWrite.ApplicationConfiguration"
"System.Object[]","Allows the app to read your organization's devices' configuration information without a signed-in user.","Read all devices","7438b122-aefc-4978-80ed-43db9fcc7715","True","Application","Device.Read.All"
"System.Object[]","Allows the app to read, update and delete identities that are associated with a user's account, without a signed in user. This controls the identities users can sign-in with.","Manage all users' identities","c529cfca-c91b-489c-af2b-d92990b66ce6","True","Application","User.ManageIdentities.All"
"System.Object[]","Allows the app to read all users' shift schedule preferences without a signed-in user.","Read all user shift preferences","de023814-96df-4f53-9376-1e2891ef5a18","True","Application","UserShiftPreferences.Read.All"
"System.Object[]","Allows the app to manage all users' shift schedule preferences without a signed-in user.","Read and write all user shift preferences","d1eec298-80f3-49b0-9efb-d90e224798ac","True","Application","UserShiftPreferences.ReadWrite.All"
"System.Object[]","Allows the app to read all the OneNote notebooks in your organization, without a signed-in user.","Read and write all OneNote notebooks","0c458cef-11f3-48c2-a568-c66751c238c0","True","Application","Notes.ReadWrite.All"
"System.Object[]","Allows the app to have full control of all site collections without a signed in user.","Have full control of all site collections","a82116e5-55eb-4c41-a434-62fe8a61c773","True","Application","Sites.FullControl.All"
"System.Object[]","Allows the app to create or delete document libraries and lists in all site collections without a signed in user.","Create, edit, and delete items and lists in all site collections","0c0bf378-bf22-4481-8f81-9e89a9b4960a","True","Application","Sites.Manage.All"
"System.Object[]","Allows the app to read access packages and related entitlement management resources without a signed-in user.","Read all entitlement management resources","c74fd47d-ed3c-45c3-9a9e-b8676de685d2","True","Application","EntitlementManagement.Read.All"
"System.Object[]","Allows the app to read and write access packages and related entitlement management resources without a signed-in user.","Read and write all entitlement management resources","9acd699f-1e81-4958-b001-93b1d2506e19","True","Application","EntitlementManagement.ReadWrite.All"
"System.Object[]","Create channels in any team, without a signed-in user.","Create channels","f3a65bd4-b703-46df-8f7e-0174fea562aa","True","Application","Channel.Create"
"System.Object[]","Delete channels in any team, without a signed-in user.","Delete channels","6a118a39-1227-45d4-af0c-ea7b40d210bc","True","Application","Channel.Delete.All"
"System.Object[]","Read all channel names, channel descriptions, and channel settings, without a signed-in user.","Read the names, descriptions, and settings of all channels","c97b873f-f59f-49aa-8a0e-52b32d762124","True","Application","ChannelSettings.Read.All"
"System.Object[]","Read and write the names, descriptions, and settings of all channels, without a signed-in user.","Read and write the names, descriptions, and settings of all channels","243cded2-bd16-4fd6-a953-ff8177894c3d","True","Application","ChannelSettings.ReadWrite.All"
"System.Object[]","Get a list of all teams, without a signed-in user.","Get a list of all teams","2280dda6-0bfd-44ee-a2f4-cb867cfc4c1e","True","Application","Team.ReadBasic.All"
"System.Object[]","Read all channel names and channel descriptions, without a signed-in user.","Read the names and descriptions  of all channels","59a6b24b-4225-4393-8165-ebaec5f55d7a","True","Application","Channel.ReadBasic.All"
"System.Object[]","Read and change all teams' settings, without a signed-in user.","Read and change all teams' settings","bdd80a03-d9bc-451d-b7c4-ce7c63fe3c8f","True","Application","TeamSettings.ReadWrite.All"
"System.Object[]","Read all team's settings, without a signed-in user.","Read all teams' settings","242607bd-1d2c-432c-82eb-bdb27baa23ab","True","Application","TeamSettings.Read.All"
"System.Object[]","Read the members of all teams, without a signed-in user.","Read the members of all teams","660b7406-55f1-41ca-a0ed-0b035e182f3e","True","Application","TeamMember.Read.All"
"System.Object[]","Add and remove members from all teams, without a signed-in user. Also allows changing a team member's role, for example from owner to non-owner.","Add and remove members from all teams","0121dc95-1b9f-4aed-8bac-58c5ac466691","True","Application","TeamMember.ReadWrite.All"
"System.Object[]","Read the members of all channels, without a signed-in user.","Read the members of all channels","3b55498e-47ec-484f-8136-9013221c06a9","True","Application","ChannelMember.Read.All"
"System.Object[]","Add and remove members from all channels, without a signed-in user. Also allows changing a member's role, for example from owner to non-owner.","Add and remove members from all channels","35930dcf-aceb-4bd1-b99a-8ffed403c974","True","Application","ChannelMember.ReadWrite.All"
"System.Object[]","Allows the app to read and write all authentication flow policies for the tenant, without a signed-in user.","Read and write authentication flow policies","25f85f3c-f66c-4205-8cd5-de92dd7f0cec","True","Application","Policy.ReadWrite.AuthenticationFlows"
"System.Object[]","Allows the app to read and write all authentication method policies for the tenant, without a signed-in user.?","Read and write all authentication method policies?","29c18626-4985-4dcd-85c0-193eef327366","True","Application","Policy.ReadWrite.AuthenticationMethod"
"System.Object[]","Allows the app to read and write your organization's authorization policy without a signed in user. For example, authorization policies can control some of the permissions that the out-of-the-box user role has by default.","Read and write your organization's authorization policy","fb221be6-99f2-473f-bd32-01c6a0e9ca3b","True","Application","Policy.ReadWrite.Authorization"
"System.Object[]","Read names and members of all one-to-one and group chats in Microsoft Teams, without a signed-in user.","Read names and members of all chat threads","b2e060da-3baf-4687-9611-f4ebc0f0cbde","True","Application","Chat.ReadBasic.All"
"System.Object[]","Allows the app to read policies related to consent and permission grants for applications, without a signed-in user.","Read consent and permission grant policies","9e640839-a198-48fb-8b9a-013fd6f6cbcd","True","Application","Policy.Read.PermissionGrant"
"System.Object[]","Allows the app to manage policies related to consent and permission grants for applications, without a signed-in user.","Manage consent and permission grant policies","a402ca1c-2696-4531-972d-6e5ee4aa11ea","True","Application","Policy.ReadWrite.PermissionGrant"
"System.Object[]","Allows the application to read printers without a signed-in user.?","Read printers","9709bb33-4549-49d4-8ed9-a8f65e45bb0f","True","Application","Printer.Read.All"
"System.Object[]","Allows the application to read and update printers without a signed-in user. Does not allow creating (registering) or deleting (unregistering) printers.","Read and update printers","f5b3f73d-6247-44df-a74c-866173fddab0","True","Application","Printer.ReadWrite.All"
"System.Object[]","Allows the application to perform advanced operations like redirecting a print job to another printer without a signed-in user. Also allows the application to read and update the metadata of print jobs.","Perform advanced operations on print jobs","58a52f47-9e36-4b17-9ebe-ce4ef7f3e6c8","True","Application","PrintJob.Manage.All"
"System.Object[]","Allows the application to read the metadata and document content of print jobs without a signed-in user.?","Read print jobs","ac6f956c-edea-44e4-bd06-64b1b4b9aec9","True","Application","PrintJob.Read.All"
"System.Object[]","Allows the application to read the metadata of print jobs without a signed-in user.?Does not allow access to print job document content.","Read basic information for print jobs","fbf67eee-e074-4ef7-b965-ab5ce1c1f689","True","Application","PrintJob.ReadBasic.All"
"System.Object[]","Allows the application to read and update the metadata and document content of print jobs without a signed-in user.","Read and write print jobs","5114b07b-2898-4de7-a541-53b0004e2e13","True","Application","PrintJob.ReadWrite.All"
"System.Object[]","Allows the application to read and update the metadata of print jobs without a signed-in user.?Does not allow access to print job document content.","Read and write basic information for print jobs","57878358-37f4-4d3a-8c20-4816e0d457b1","True","Application","PrintJob.ReadWriteBasic.All"
"System.Object[]","Allows the application to read and update print task definitions without a signed-in user.?","Read, write and update print task definitions","456b71a7-0ee0-4588-9842-c123fcc8f664","True","Application","PrintTaskDefinition.ReadWrite.All"
"System.Object[]","Allows the app to create chat and channel messages, without a signed in user. The app specifies which user appears as the sender, and can backdate the message to appear as if it was sent long ago. The messages can be sent to any chat or channel in the organization.","Create chat and channel messages with anyone's identity and with any timestamp","dfb0dd15-61de-45b2-be36-d6a69fba3c79","True","Application","Teamwork.Migrate.All"
"System.Object[]","Allows the app to read the Teams apps that are installed in any chat, without a signed-in user. Does not give the ability to read application-specific settings.","Read installed Teams apps for all chats","cc7e7635-2586-41d6-adaa-a8d3bcad5ee5","True","Application","TeamsAppInstallation.ReadForChat.All"
"System.Object[]","Allows the app to read the Teams apps that are installed in any team, without a signed-in user. Does not give the ability to read application-specific settings.","Read installed Teams apps for all teams","1f615aea-6bf9-4b05-84bd-46388e138537","True","Application","TeamsAppInstallation.ReadForTeam.All"
"System.Object[]","Allows the app to read the Teams apps that are installed for any user, without a signed-in user. Does not give the ability to read application-specific settings.","Read installed Teams apps for all users","9ce09611-f4f7-4abd-a629-a05450422a97","True","Application","TeamsAppInstallation.ReadForUser.All"
"System.Object[]","Allows the app to read, install, upgrade, and uninstall Teams apps in any chat, without a signed-in user. Does not give the ability to read application-specific settings.","Manage Teams apps for all chats","9e19bae1-2623-4c4f-ab6e-2664615ff9a0","True","Application","TeamsAppInstallation.ReadWriteForChat.All"
"System.Object[]","Allows the app to read, install, upgrade, and uninstall Teams apps in any team, without a signed-in user. Does not give the ability to read application-specific settings.","Manage Teams apps for all teams","5dad17ba-f6cc-4954-a5a2-a0dcc95154f0","True","Application","TeamsAppInstallation.ReadWriteForTeam.All"
"System.Object[]","Allows the app to read, install, upgrade, and uninstall Teams apps for any user, without a signed-in user. Does not give the ability to read application-specific settings.","Manage Teams apps for all users","74ef0291-ca83-4d02-8c7e-d2391e6a444f","True","Application","TeamsAppInstallation.ReadWriteForUser.All"
"System.Object[]","Allows a Teams app to read, install, upgrade, and uninstall itself for any chat, without a signed-in user.","Allow the Teams app to manage itself for all chats","73a45059-f39c-4baf-9182-4954ac0e55cf","True","Application","TeamsAppInstallation.ReadWriteSelfForChat.All"
"System.Object[]","Allows a Teams app to read, install, upgrade, and uninstall itself in any team, without a signed-in user.","Allow the Teams app to manage itself for all teams","9f67436c-5415-4e7f-8ac1-3014a7132630","True","Application","TeamsAppInstallation.ReadWriteSelfForTeam.All"
"System.Object[]","Allows a Teams app to read, install, upgrade, and uninstall itself to any user, without a signed-in user.","Allow the app to manage itself for all users","908de74d-f8b2-4d6b-a9ed-2a17b3b78179","True","Application","TeamsAppInstallation.ReadWriteSelfForUser.All"
"System.Object[]","Allows the app to create teams without a signed-in user.?","Create teams","23fc2474-f741-46ce-8465-674744c5c361","True","Application","Team.Create"
"System.Object[]","Add and remove members from all teams, without a signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.","Add and remove members with non-owner role for all teams","4437522e-9a86-4a41-a7da-e380edd4a97d","True","Application","TeamMember.ReadWriteNonOwnerRole.All"
"System.Object[]","Allows the app to read all term store data, without a signed-in user. This includes all sets, groups and terms in the term store.","Read all term store data","ea047cc2-df29-4f3e-83a3-205de61501ca","True","Application","TermStore.Read.All"
"System.Object[]","Allows the app to read, edit or write all term store data, without a signed-in user. This includes all sets, groups and terms in the term store.","Read and write all term store data","f12eb8d6-28e3-46e6-b2c0-b7e4dc69fc95","True","Application","TermStore.ReadWrite.All"
"System.Object[]","Allows the app to read your tenant's service health information, without a signed-in user. Health information may include service issues or service health overviews.","Read service health","79c261e0-fe76-4144-aad5-bdc68fbe4037","True","Application","ServiceHealth.Read.All"
"System.Object[]","Allows the app to read your tenant's service announcement messages, without a signed-in user. Messages may include information about new or changed features.","Read service messages","1b620472-6534-4fe6-9df2-4680e8aa28ec","True","Application","ServiceMessage.Read.All"
"System.Object[]","Allows the app to read all the short notes without a signed-in user.","Read all users' short notes","0c7d31ec-31ca-4f58-b6ec-9950b6b0de69","True","Application","ShortNotes.Read.All"
"System.Object[]","Allows the app to read, create, edit, and delete all the short notes without a signed-in user.","Read, create, edit, and delete all users' short notes","842c284c-763d-4a97-838d-79787d129bab","True","Application","ShortNotes.ReadWrite.All"
"System.Object[]","Allows the app to read your organization's conditional access policies, without a signed-in user.","Read your organization's conditional access policies","37730810-e9ba-4e46-b07e-8ca78d182097","True","Application","Policy.Read.ConditionalAccess"
"System.Object[]","Allows the app to read role-based access control (RBAC) settings for all RBAC providers without a signed-in user. This includes reading role definitions and role assignments.","Read role management data for all RBAC providers","c7fbd983-d9aa-4fa7-84b8-17382c103bc4","True","Application","RoleManagement.Read.All"
"System.Object[]","Allows the app to read all PSTN and direct routing call log data without a signed-in user.","Read PSTN and direct routing call log data","a2611786-80b3-417e-adaa-707d4261a5f0","True","Application","CallRecord-PstnCalls.Read.All"
"System.Object[]","Allows the app to read all one-to-one and group chats messages in Microsoft Teams, without a signed-in user.","Read all chat messages","b9bb2381-47a4-46cd-aafb-00cb12f68504","True","Application","ChatMessage.Read.All"
"System.Object[]","Allows a Teams app to read, install, upgrade, and uninstall all tabs for any chat, without a signed-in user.","Allow the Teams app to manage all tabs for all chats","fd9ce730-a250-40dc-bd44-8dc8d20f39ea","True","Application","TeamsTab.ReadWriteForChat.All"
"System.Object[]","Allows a Teams app to read, install, upgrade, and uninstall all tabs in any team, without a signed-in user.","Allow the Teams app to manage all tabs for all teams","6163d4f4-fbf8-43da-a7b4-060fe85ed148","True","Application","TeamsTab.ReadWriteForTeam.All"
"System.Object[]","Allows a Teams app to read, install, upgrade, and uninstall all tabs for any user, without a signed-in user.","Allow the app to manage all tabs for all users","425b4b59-d5af-45c8-832f-bb0b7402348a","True","Application","TeamsTab.ReadWriteForUser.All"
"System.Object[]","Allows the app to read the API connectors used in user authentication flows, without a signed-in user.","Read API connectors for authentication flows","b86848a7-d5b1-41eb-a9b4-54a4e6306e97","True","Application","APIConnectors.Read.All"
"System.Object[]","Allows the app to read, create and manage the API connectors used in user authentication flows, without a signed-in user.","Read and write API connectors for authentication flows","1dfe531a-24a6-4f1b-80f4-7a0dc5a0a171","True","Application","APIConnectors.ReadWrite.All"
"System.Object[]","Read the members of all chats, without a signed-in user.","Read the members of all chats","a3410be2-8e48-4f32-8454-c29a7465209d","True","Application","ChatMember.Read.All"
"System.Object[]","Add and remove members from all chats, without a signed-in user.","Add and remove members from all chats","57257249-34ce-4810-a8a2-a03adf0c5693","True","Application","ChatMember.ReadWrite.All"
"System.Object[]","Allows the app to create chats without a signed-in user.?","Create chats","d9c48af6-9ad9-47ad-82c3-63757137b9af","True","Application","Chat.Create"
"System.Object[]","Allows the application to read tenant-wide print settings without a signed-in user.","Read tenant-wide print settings","b5991872-94cf-4652-9765-29535087c6d8","True","Application","PrintSettings.Read.All"
"System.Object[]","Allows the application to read and change the tenant-level settings of SharePoint and OneDrive, without a signed-in user.","Read and change SharePoint and OneDrive tenant settings","19b94e34-907c-4f43-bde9-38b1909ed408","True","Application","SharePointTenantSettings.ReadWrite.All"
"System.Object[]","Allows the app to read your organization's authentication event listeners without a signed-in user.","Read all authentication event listeners","b7f6385c-6ce6-4639-a480-e23c42ed9784","True","Application","EventListener.Read.All"
"System.Object[]","Allows the app to read or write your organization's authentication event listeners without a signed-in user.","Read and write all authentication event listeners","0edf5e9e-4ce8-468a-8432-d08631d18c43","True","Application","EventListener.ReadWrite.All"
"System.Object[]","Allows the app to read your organization's custom authentication extensions without a signed-in user.","Read all custom authentication extensions","88bb2658-5d9e-454f-aacd-a3933e079526","True","Application","CustomAuthenticationExtension.Read.All"
"System.Object[]","Allows the app to read all users? tasks and task lists in your organization, without a signed-in user.","Read all users? tasks and tasklist","f10e1f91-74ed-437f-a6fd-d6ae88e26c1f","True","Application","Tasks.Read.All"
"System.Object[]","Allows the application to obtain basic tenant information about another target tenant within the Azure AD ecosystem without a signed-in user.","Read cross-tenant basic information","cac88765-0581-4025-9725-5ebc13f729ee","True","Application","CrossTenantInformation.ReadBasic.All"
"System.Object[]","Allows the application to list and query any shared user profile information associated with the current tenant without a signed-in user.? It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant without a signed-in user.","Read all shared cross-tenant user profiles and export or delete their data","306785c5-c09b-4ba0-a4ee-023f3da165cb","True","Application","CrossTenantUserProfileSharing.ReadWrite.All"
"System.Object[]","Allows the app to read and update the authentication context information in your organization without a signed-in user.","Read and write all authentication context information","a88eef72-fed0-4bf7-a2a9-f19df33f8b83","True","Application","AuthenticationContext.ReadWrite.All"
"System.Object[]","Allows the app to read your organization's threat submissions and to view threat submission policies without a signed-in user.","Read all of the organization's threat submissions","86632667-cd15-4845-ad89-48a88e8412e1","True","Application","ThreatSubmission.Read.All"
